month,date,deposit,contributed,wheel_profit,wheel_cumulative,wheel_return,floor_profit,floor_cumulative,floor_return,dca_profit,dca_cumulative,dca_return
2020-01,2020-01-31,0.0,100000.0,264.30574329967203,264.30574329967203,0.0026430574329965317,264.30574329967203,264.30574329967203,0.0026430574329965317,-78.74960327148438,-78.74960327148438,-0.000787496032714885
2020-02,2020-02-28,0.0,100000.0,-1972.6213969258824,-1708.3156536262104,-0.019674213891993086,-1972.6213969258824,-1708.3156536262104,-0.019674213891993086,-1361.3696496581979,-1440.1192529296823,-0.013624425677751129
2020-03,2020-03-31,0.0,100000.0,-2159.4540892373625,-3867.769742863573,-0.021969855370751468,-2754.347965825553,-4462.663619451763,-0.02802218706639925,-3240.792399169921,-4680.911652099603,-0.03288145617268534
2020-04,2020-04-30,0.0,100000.0,3650.060373691391,-217.70936917218205,0.03796916355657376,3543.6338468476315,-919.0297726041317,0.03709161235909364,4059.8214379882847,-621.0902141113183,0.042591903766121986
2020-05,2020-05-29,0.0,100000.0,1635.486670454382,1417.7773012822,0.016390550468573295,1295.1511276032397,376.121354999108,0.013071643572229785,2174.159554443351,1553.0693403320329,0.02187747439700849
2020-06,2020-06-30,0.0,100000.0,1250.801059890262,2668.578361172462,0.01233315394178347,1118.6183614334004,1494.7397164325084,0.011144267643868222,874.724835937508,2427.794176269541,0.008613475118177893
2020-07,2020-07-31,0.0,100000.0,1974.0651541990665,4642.643515371528,0.01922754932141535,1974.0651541990665,3468.804870631575,0.01944992577659166,3482.610615234371,5910.404791503912,0.034000640580437835
2020-08,2020-08-31,0.0,100000.0,1627.4922848757706,6270.135800247299,0.015552859046767953,1627.4922848757706,5096.297155507345,0.015729303985975607,4977.311380615225,10887.716172119137,0.04699549010707349
2020-09,2020-09-30,0.0,100000.0,-17.759566796084982,6252.376233451214,-0.00016711719301376604,-17.759566796084982,5078.5375887112605,-0.000168983753726204,-3267.6600266113237,7620.056145507813,-0.029468187635313003
2020-10,2020-10-30,0.0,100000.0,-360.73286148042826,5891.643371970786,-0.0033950568850138474,-360.73286148042826,4717.804727230832,-0.0034329832690707107,-2300.1514892578125,5319.904656250001,-0.021372888768501186
2020-11,2020-11-30,0.0,100000.0,3803.7739908294025,9695.417362800188,0.03592138028746672,3803.7739908294025,8521.578718060235,0.03632404251347232,10351.126678466797,15671.031334716798,0.09828271979785286
2020-12,2020-12-31,0.0,100000.0,1729.3191257599974,11424.736488560186,0.01576473445595794,1729.3191257599974,10250.897843820232,0.01593525588355882,4156.4925183105515,19827.52385302735,0.03593373786287857
2021-01,2021-01-29,0.0,100000.0,389.5515351919312,11814.288023752117,0.0034960956379013197,389.55153519194573,10640.449379012178,0.003533318483662562,-1207.7692260742042,18619.754626953145,-0.010079230440875886
2021-02,2021-02-26,0.0,100000.0,1349.0595839258021,13163.347607677919,0.012065180647031548,1349.0595839257876,11989.508962937965,0.012193186049927585,3261.923034667954,21881.6776616211,0.027498986529911118
2021-03,2021-03-31,0.0,100000.0,2177.8207487928594,15341.168356470778,0.019244930402227967,2177.8207487928594,14167.329711730825,0.019446649681386985,5467.6163869628945,27349.294048583994,0.04486003550215756
2021-04,2021-04-30,0.0,100000.0,1710.0137898221292,17051.182146292907,0.014825701995121232,1710.0137898221292,15877.343501552954,0.014978135988113372,6647.490386962905,33996.7844355469,0.05219887897004649
2021-05,2021-05-28,0.0,100000.0,448.7995006418496,17499.981646934757,0.003834215873880442,448.7995006418496,16326.143002194804,0.0038730565189029065,868.5865783691115,34865.37101391601,0.0064821449412235665
2021-06,2021-06-30,0.0,100000.0,388.3274661197938,17888.30911305455,0.003304915121489893,388.3274661197938,16714.470468314597,0.003338264779504163,2978.5285173339944,37843.899531250005,0.02208519870550507
2021-07,2021-07-30,0.0,100000.0,251.24229095695773,18139.55140401151,0.0021311891980393405,251.24229095695773,16965.712759271555,0.0021526233203890133,3312.6538696289062,41156.55340087891,0.024031922202533806
2021-08,2021-08-31,0.0,100000.0,534.0099119497463,18673.561315961255,0.004520162008433415,534.0099119497463,17499.7226712213,0.004565525224035527,4136.846130371094,45293.399531250005,0.029306794694984095
2021-09,2021-09-30,0.0,100000.0,243.05979455249326,18916.621110513748,0.0020481376968659593,243.05979455249326,17742.782465773795,0.0020685988785913434,-6654.4585825195245,38638.94094873048,-0.04580014373666219
2021-10,2021-10-29,0.0,100000.0,668.525884526869,19585.146995040617,0.005621803565252437,668.525884526869,18411.308350300664,0.005677850230193737,9544.865356445312,48183.80630517579,0.06884692923307245
2021-11,2021-11-30,0.0,100000.0,245.58221326823696,19830.729208308854,0.0020536180239716373,245.58221326823696,18656.8905635689,0.002073976013690748,-1169.7307739257812,47014.07553125001,-0.007893782749221923
2021-12,2021-12-31,0.0,100000.0,836.6803641888982,20667.409572497752,0.0069821853686165,836.6803641888982,19493.5709277578,0.007051258129342708,6667.45906518554,53681.53459643555,0.04535252179828353
