date,spot,deposit,contributed,wheel_equity,wheel_net_pnl,wheel_cash,wheel_shares,wheel_twr,wheel_drawdown,floor_equity,floor_net_pnl,floor_cash,floor_shares,floor_twr,floor_drawdown,dca_equity,dca_net_pnl,dca_cash,dca_shares,dca_twr,dca_drawdown,wheel_option_liability,wheel_collateral,wheel_state,wheel_premiums,wheel_stock_realized,wheel_stock_unrealized,wheel_dividends,wheel_interest,floor_option_liability,floor_collateral,floor_state,floor_premiums,floor_stock_realized,floor_stock_unrealized,floor_dividends,floor_interest,dca_dividends,dca_bought
2018-01-02,268.7699890136719,0.0,100000,100000.0,0.0,100000.0,0,0.0,0.0,100000.0,0.0,100000.0,0,0.0,0.0,99999.69,-0.3099999999976717,91667.82034057617,31,-3.099999999922609e-06,-3.099999999922609e-06,0.0,0.0,CASH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CASH,0.0,0.0,0.0,0.0,0.0,0.0,31
2018-01-03,270.4700012207031,0.0,100000,99988.7865401394,-11.213459860606235,100089.20286867571,0,-0.00011213459860603958,-0.00011213459860603958,99988.7865401394,-11.213459860606235,100089.20286867571,0,-0.00011213459860603958,-0.00011213459860603958,100052.39037841797,52.39037841797108,91667.82034057617,31,0.0005239037841797689,0.0,100.41632853631124,26500.0,SHORT_PUT,89.20286867571016,0.0,0.0,0.0,0.0,100.41632853631124,26500.0,SHORT_PUT,89.20286867571016,0.0,0.0,0.0,0.0,0.0,0
2018-01-04,271.6099853515625,0.0,100000,100027.97696435523,27.97696435522812,100089.20286867571,0,0.00027976964355236333,0.0,100027.97696435523,27.97696435522812,100089.20286867571,0,0.00027976964355236333,0.0,100087.72988647461,87.7298864746117,91667.82034057617,31,0.0008772988647460789,0.0,61.225904320476054,26500.0,SHORT_PUT,89.20286867571016,0.0,0.0,0.0,0.0,61.225904320476054,26500.0,SHORT_PUT,89.20286867571016,0.0,0.0,0.0,0.0,0.0,0
2018-01-05,273.4200134277344,0.0,100000,100053.65588813042,53.65588813042268,100089.20286867571,0,0.0005365588813042166,0.0,100053.65588813042,53.65588813042268,100089.20286867571,0,0.0005365588813042166,0.0,100143.84075683594,143.84075683593983,91667.82034057617,31,0.0014384075683593345,0.0,35.54698054528592,26500.0,SHORT_PUT,89.20286867571016,0.0,0.0,0.0,0.0,35.54698054528592,26500.0,SHORT_PUT,89.20286867571016,0.0,0.0,0.0,0.0,0.0,0
2018-01-08,273.9200134277344,0.0,100000,100064.61412323469,64.6141232346854,100089.20286867571,0,0.0006461412323468529,0.0,100064.61412323469,64.6141232346854,100089.20286867571,0,0.0006461412323468529,0.0,100159.34075683594,159.34075683593983,91667.82034057617,31,0.0015934075683592397,0.0,24.58874544102782,26500.0,SHORT_PUT,89.20286867571016,0.0,0.0,0.0,0.0,24.58874544102782,26500.0,SHORT_PUT,89.20286867571016,0.0,0.0,0.0,0.0,0.0,0
2018-01-09,274.5400085449219,0.0,100000,100068.14683829983,68.14683829982823,100089.20286867571,0,0.0006814683829980961,0.0,100068.14683829983,68.14683829982823,100089.20286867571,0,0.0006814683829980961,0.0,100178.56060546875,178.56060546875233,91667.82034057617,31,0.0017856060546872499,0.0,21.05603037588189,26500.0,SHORT_PUT,89.20286867571016,0.0,0.0,0.0,0.0,21.05603037588189,26500.0,SHORT_PUT,89.20286867571016,0.0,0.0,0.0,0.0,0.0,0
2018-01-10,274.1199951171875,0.0,100000,100061.10575408988,61.10575408987643,100089.20286867571,0,0.0006110575408986296,-7.036289201323154e-05,100061.10575408988,61.10575408987643,100089.20286867571,0,0.0006110575408986296,-7.036289201323154e-05,100165.54018920899,165.5401892089867,91667.82034057617,31,0.0016554018920895697,-0.0001299720836581697,28.097114585837968,26500.0,SHORT_PUT,89.20286867571016,0.0,0.0,0.0,0.0,28.097114585837968,26500.0,SHORT_PUT,89.20286867571016,0.0,0.0,0.0,0.0,0.0,0
2018-01-11,276.1199951171875,0.0,100000,100077.30571914435,77.30571914435131,100089.20286867571,0,0.0007730571914432716,0.0,100077.30571914435,77.30571914435131,100089.20286867571,0,0.0007730571914432716,0.0,100227.54018920899,227.5401892089867,91667.82034057617,31,0.0022754018920896346,0.0,11.897149531355588,26500.0,SHORT_PUT,89.20286867571016,0.0,0.0,0.0,0.0,11.897149531355588,26500.0,SHORT_PUT,89.20286867571016,0.0,0.0,0.0,0.0,0.0,0
2018-01-12,277.9200134277344,0.0,100000,100083.29843987021,83.29843987021013,100089.20286867571,0,0.0008329843987018304,0.0,100083.29843987021,83.29843987021013,100089.20286867571,0,0.0008329843987018304,0.0,100283.34075683594,283.3407568359398,91667.82034057617,31,0.0028334075683591475,0.0,5.904428805504857,26500.0,SHORT_PUT,89.20286867571016,0.0,0.0,0.0,0.0,5.904428805504857,26500.0,SHORT_PUT,89.20286867571016,0.0,0.0,0.0,0.0,0.0,0
2018-01-16,276.9700012207031,0.0,100000,100083.70310414082,83.70310414081905,100089.20286867571,0,0.0008370310414078652,0.0,100083.70310414082,83.70310414081905,100089.20286867571,0,0.0008370310414078652,0.0,100253.89037841797,253.89037841797108,91667.82034057617,31,0.002538903784179425,-0.0002936716925833194,5.4997645348883175,26500.0,SHORT_PUT,89.20286867571016,0.0,0.0,0.0,0.0,5.4997645348883175,26500.0,SHORT_PUT,89.20286867571016,0.0,0.0,0.0,0.0,0.0,0
