month,date,deposit,contributed,wheel_profit,wheel_cumulative,wheel_return,floor_profit,floor_cumulative,floor_return,dca_profit,dca_cumulative,dca_return
2018-01,2018-01-31,0.0,100000.0,88.20286828214012,88.20286828214012,0.0008820286828212787,88.20286828214012,88.20286828214012,0.0008820286828212787,4880.641816406249,4880.641816406249,0.04880641816406239
2018-02,2018-02-28,1000.0,101000.0,614.6376464124623,702.8405146946025,0.006080211428995508,614.6376464124623,702.8405146946025,0.006080211428995508,-3842.8199780273426,1037.8218383789062,-0.03630423140024108
2018-03,2018-03-29,1000.0,102000.0,-859.1308077978028,-156.29029310320038,-0.008367776937761806,-859.1308077978028,-156.29029310320038,-0.008367776937761806,-2789.9770732421894,-1752.155234863283,-0.027216287695729702
2018-04,2018-04-30,1000.0,103000.0,578.9261180690228,422.6358249658224,0.005585145150382109,578.9261180690228,422.6358249658224,0.005585145150382109,543.5660485839908,-1208.5891862792923,0.005150799953088425
2018-05,2018-05-31,1000.0,104000.0,743.1718620876054,1165.8076870534278,0.007120615110619344,743.1718620876054,1165.8076870534278,0.007120615110619344,2486.487160644523,1277.8979743652308,0.02420722486535265
2018-06,2018-06-29,1000.0,105000.0,288.00781194244337,1453.8154989958712,0.00273052278373509,288.00781194244337,1453.8154989958712,0.00273052278373509,610.5285607910191,1888.4265351562499,0.005836286331010854
2018-07,2018-07-31,1000.0,106000.0,846.351044072333,2300.166543068204,0.007883965226580303,846.351044072333,2300.166543068204,0.007883965226580303,3957.3352441406314,5845.761779296881,0.036700174362078064
2018-08,2018-08-31,1000.0,107000.0,213.42422635483672,2513.590769423041,0.001955442341752933,213.42422635483672,2513.590769423041,0.001955442341752933,3566.4443652343325,9412.206144531214,0.03158942985299906
2018-09,2018-09-28,1000.0,108000.0,203.82234061486088,2717.413110037902,0.0018443192298409627,203.82234061486088,2717.413110037902,0.0018443192298409627,696.8944685058959,10109.10061303711,0.005920814975337141
2018-10,2018-10-31,1000.0,109000.0,-958.1444504403771,1759.2686595975247,-0.008574469678855667,-958.1444504403771,1759.2686595975247,-0.008574469678855667,-8119.418549804686,1989.6820632324234,-0.06814117627483762
2018-11,2018-11-30,1000.0,110000.0,706.6989959691709,2465.9676555666956,0.0063469708268188985,709.8371757350978,2469.1058353326225,0.006375051301003021,2036.5954980468669,4026.2775612792902,0.018279890984254976
2018-12,2018-12-31,1000.0,111000.0,-2045.2110024560097,420.7566531106859,-0.01800307229671705,-2201.7171896817745,267.38864565084805,-0.019380947014199235,-10024.178215332024,-5997.900654052733,-0.08704453572760429
2019-01,2019-01-31,1000.0,112000.0,1901.0244375290058,2321.7810906396917,0.016916832714483965,2012.2957336775726,2279.6843793284206,0.017927210902480395,8323.077736816398,2325.1770827636647,0.07852841138090527
2019-02,2019-02-28,1000.0,113000.0,32.74030402956123,2354.521394669253,0.0002852951469178855,994.6248379261087,3274.3092172545294,0.008630639477726687,3665.8299853515637,5991.007068115228,0.03179112896398539
2019-03,2019-03-29,1000.0,114000.0,263.78500201547286,2618.3063966847258,0.002271496014237817,708.9677588131744,3983.276976067704,0.006054503791089294,2121.966662353516,8112.973730468744,0.01773603008233282
2019-04,2019-04-30,1000.0,115000.0,184.11751760602056,2802.4239142907463,0.001565381472039551,1126.384752154947,5109.661728222651,0.009490770282230665,4905.950712890626,13018.92444335937,0.03994607361020619
