month,date,deposit,contributed,wheel_profit,wheel_cumulative,wheel_return,floor_profit,floor_cumulative,floor_return,dca_profit,dca_cumulative,dca_return
2020-01,2020-01-31,0.0,100000.0,264.30574329967203,264.30574329967203,0.0026430574329965317,264.30574329967203,264.30574329967203,0.0026430574329965317,-967.0451281738206,-967.0451281738206,-0.009670451281738157
2020-02,2020-02-28,1000.0,101000.0,-1972.6213969258824,-1708.3156536262104,-0.019479928119256473,-1972.6213969258824,-1708.3156536262104,-0.019479928119256473,-7902.900330810546,-8869.945458984366,-0.07893525416232638
2020-03,2020-03-31,1000.0,102000.0,-2159.4540892373625,-3867.769742863573,-0.021416986683380212,-2754.347965825553,-4462.663619451763,-0.02734931942288743,-11702.01901269531,-20571.964471679676,-0.12526374468315504
2020-04,2020-04-30,1000.0,103000.0,3650.060373691391,-217.70936917218205,0.03670222309786331,3543.6338468476315,-919.0297726041317,0.03583689115147326,10454.503518066398,-10117.460953613278,0.12619210929951286
2020-05,2020-05-29,1000.0,104000.0,1635.486670454382,1417.7773012822,0.015705392662339834,1295.1511276032397,376.121354999108,0.012494175223719095,4465.6788317871105,-5651.782121826167,0.04726502351885631
2020-06,2020-06-30,1000.0,105000.0,1250.801059890262,2668.578361172462,0.011768647742262495,1118.6183614334004,1494.7397164325084,0.010630916938835222,1747.8169394531287,-3903.9651823730383,0.017633790261433413
2020-07,2020-07-31,1000.0,106000.0,1974.0651541990665,4642.643515371528,0.018184607011333176,1974.0651541990665,3468.804870631575,0.018383393746691734,5947.801186523429,2043.836004150391,0.05832818809931606
2020-08,2020-08-31,1000.0,107000.0,1627.4922848757706,6270.135800247299,0.014594503043958706,1627.4922848757706,5096.297155507345,0.014749768300621247,7536.652769775377,9580.488773925768,0.06918291233924356
2020-09,2020-09-30,1000.0,108000.0,-17.759566796084982,6252.376233451214,-0.00015920431080351793,-17.759566796084982,5078.5375887112605,-0.00016089678749731107,-4378.948317626928,5201.540456298841,-0.0371663521197797
2020-10,2020-10-30,1000.0,109000.0,-360.73286148042826,5891.643371970786,-0.003113539072910232,-360.73286148042826,4717.804727230832,-0.003145405458274353,-2820.4320385742176,2381.108417724623,-0.02464313592710754
2020-11,2020-11-30,1000.0,110000.0,3803.7739908294025,9695.417362800188,0.032851764423229346,3803.7739908294025,8521.578718060235,0.033188238087388244,12065.78625366211,14446.894671386734,0.10747282912852607
2020-12,2020-12-31,1000.0,111000.0,1729.3191257599974,11424.736488560186,0.01434809349377697,1729.3191257599974,10250.897843820232,0.014489211916008937,4574.862521972653,19021.757193359386,0.03655695822186189
2021-01,2021-01-29,1000.0,112000.0,389.5515351919312,11814.288023752117,0.0031403079586269644,389.55153519194573,10640.449379012178,0.003170304832465165,-1299.2091687011562,17722.54802465823,-0.010018515439926823
2021-02,2021-02-26,1000.0,113000.0,1349.0595839258021,13163.347607677919,0.010837711830928631,1349.0595839257876,11989.508962937965,0.010940888660505133,3562.402342529269,21284.9503671875,0.027378306708484512
2021-03,2021-03-31,1000.0,114000.0,2177.8207487928594,15341.168356470778,0.017171886584741447,2177.8207487928594,14167.329711730825,0.017332314507458646,6018.340424804686,27303.290791992185,0.04466659957258523
2021-04,2021-04-30,1000.0,115000.0,1710.0137898221292,17051.182146292907,0.013137528638721196,1710.0137898221292,15877.343501552954,0.013257087228458309,7389.540434570343,34692.83122656253,0.052005655086562186
2021-05,2021-05-28,1000.0,116000.0,448.7995006418496,17499.981646934757,0.003373134258576993,448.79950064183504,16326.143002194789,0.0034031584859501862,970.8873181152157,35663.718544677744,0.0064569678610513215
2021-06,2021-06-30,1000.0,117000.0,388.3274661198084,17888.309113054565,0.0028894505745709065,388.3274661198084,16714.470468314597,0.0029149103129824105,3355.088068115234,39018.80661279298,0.02197118031982459
2021-07,2021-07-30,1000.0,118000.0,251.24229095695773,18139.551404011523,0.0018500564490817606,251.24229095695773,16965.712759271555,0.0018661873349146152,3754.8644091796887,42773.67102197267,0.023948641611537536
2021-08,2021-08-31,1000.0,119000.0,534.0099119497463,18673.56131596127,0.003894886029931044,534.0099119497463,17499.7226712213,0.003928520457494811,4725.915607910167,47499.58662988283,0.029199998057872545
2021-09,2021-09-30,1000.0,120000.0,243.0597945525078,18916.621110513777,0.0017532414110863481,243.0597945525078,17742.78246577381,0.0017682131651448607,-7641.581759765628,39858.004870117205,-0.04561852544702738
2021-10,2021-10-29,1000.0,121000.0,668.525884526869,19585.146995040646,0.004786862057373442,668.525884526869,18411.30835030068,0.004827437655275046,11035.034697265626,50893.03956738283,0.0686773551025861
2021-11,2021-11-30,1000.0,122000.0,245.58221326826606,19830.729208308912,0.0017377871999944006,245.58221326826606,18656.890563568944,0.0017523428807186825,-1363.2109179687686,49529.82864941406,-0.007875044770265016
2021-12,2021-12-31,1000.0,123000.0,836.6803641888837,20667.409572497796,0.005837001214535675,836.6803641888837,19493.570927757828,0.005885192540987294,7813.340730712895,57343.16938012696,0.04522022661952829
