date,action,right,strike,expiry,cash_flow,cash_after,shares_after,fill_price,commission,signal_date,bid,ask,reason
2025-05-05,SIGNAL,C,586.0,2025-06-06,0.0,78397.414745,100.0,,,,,,
2025-05-06,SELL_CALL,C,586.0,2025-06-06,561.327719,78958.742464,100.0,5.619777,0.65,2025-05-05,5.629777,6.222385,
2025-06-06,CALL_ASSIGNED,C,586.0,2025-06-06,58600.0,137558.742464,0.0,,,,,,
2025-06-09,SIGNAL,P,586.0,2025-07-11,0.0,137558.742464,0.0,,,,,,
2025-06-10,SELL_PUT,P,586.0,2025-07-11,469.839254,138028.581717,0.0,4.704893,0.65,2025-06-09,4.714893,5.211197,
2025-07-11,EXPIRED,P,586.0,2025-07-11,0.0,138028.581717,0.0,,,,,,
2025-07-14,SIGNAL,P,611.0,2025-08-15,0.0,138028.581717,0.0,,,,,,
2025-07-15,SELL_PUT,P,611.0,2025-08-15,681.888478,138710.470195,0.0,6.825385,0.65,2025-07-14,6.835385,7.554899,
2025-08-15,EXPIRED,P,611.0,2025-08-15,0.0,138710.470195,0.0,,,,,,
2025-08-18,SIGNAL,P,630.0,2025-09-19,0.0,138710.470195,0.0,,,,,,
2025-08-19,SELL_PUT,P,630.0,2025-09-19,613.176071,139323.646267,0.0,6.138261,0.65,2025-08-18,6.148261,6.795446,
2025-09-19,EXPIRED,P,630.0,2025-09-19,0.0,139323.646267,0.0,,,,,,
2025-09-22,SIGNAL,P,653.0,2025-10-24,0.0,139323.646267,0.0,,,,,,
2025-09-23,SELL_PUT,P,653.0,2025-10-24,708.742133,140032.3884,0.0,7.093921,0.65,2025-09-22,7.103921,7.851703,
2025-10-24,EXPIRED,P,653.0,2025-10-24,0.0,140032.3884,0.0,,,,,,
2025-10-27,SIGNAL,P,670.0,2025-11-28,0.0,140032.3884,0.0,,,,,,
2025-10-28,SELL_PUT,P,670.0,2025-11-28,512.28273,140544.671129,0.0,5.129327,0.65,2025-10-27,5.139327,5.680309,
2025-11-28,EXPIRED,P,670.0,2025-11-28,0.0,140544.671129,0.0,,,,,,
2025-12-01,SIGNAL,P,665.0,2026-01-02,0.0,140544.671129,0.0,,,,,,
2025-12-02,SELL_PUT,P,665.0,2026-01-02,611.824632,141156.495762,0.0,6.124746,0.65,2025-12-01,6.134746,6.780509,
