date,action,right,strike,expiry,cash_flow,cash_after,shares_after,fill_price,commission,signal_date,bid,ask,reason
2020-04-21,SELL_PUT,P,270.0,2020-05-22,900.008776,101226.493876,0.0,9.006588,0.65,2020-04-20,9.016588,9.965702,
2020-05-22,EXPIRED,P,270.0,2020-05-22,0.0,101226.493876,0.0,,,,,,
2020-05-26,SIGNAL,P,290.0,2020-06-26,0.0,101226.493876,0.0,,,,,,
2020-05-27,SELL_PUT,P,290.0,2020-06-26,246.376195,101472.870071,0.0,2.470262,0.65,2020-05-26,2.480262,2.741342,
2020-06-26,EXPIRED,P,290.0,2020-06-26,0.0,101472.870071,0.0,,,,,,
2020-06-29,SIGNAL,P,293.0,2020-07-31,0.0,101472.870071,0.0,,,,,,
2020-06-30,SELL_PUT,P,293.0,2020-07-31,298.660986,101771.531058,0.0,2.99311,0.65,2020-06-29,3.00311,3.319227,
2020-07-31,EXPIRED,P,293.0,2020-07-31,0.0,101771.531058,0.0,,,,,,
2020-08-03,SIGNAL,P,320.0,2020-09-04,0.0,101771.531058,0.0,,,,,,
2020-08-04,SELL_PUT,P,320.0,2020-09-04,309.237444,102080.768502,0.0,3.098874,0.65,2020-08-03,3.108874,3.436124,
2020-09-04,EXPIRED,P,320.0,2020-09-04,0.0,102080.768502,0.0,,,,,,
2020-09-08,SIGNAL,P,322.0,2020-10-09,0.0,102080.768502,0.0,,,,,,
2020-09-09,SELL_PUT,P,322.0,2020-10-09,290.025719,102370.79422,0.0,2.906757,0.65,2020-09-08,2.916757,3.223784,
2020-10-09,EXPIRED,P,322.0,2020-10-09,0.0,102370.79422,0.0,,,,,,
2020-10-12,SIGNAL,P,343.0,2020-11-13,0.0,102370.79422,0.0,,,,,,
2020-10-13,SELL_PUT,P,343.0,2020-11-13,459.506891,102830.301112,0.0,4.601569,0.65,2020-10-12,4.611569,5.096997,
2020-11-13,EXPIRED,P,343.0,2020-11-13,0.0,102830.301112,0.0,,,,,,
2020-11-16,SIGNAL,P,353.0,2020-12-18,0.0,102830.301112,0.0,,,,,,
2020-11-17,SELL_PUT,P,353.0,2020-12-18,387.542046,103217.843158,0.0,3.88192,0.65,2020-11-16,3.89192,4.301596,
2020-12-18,EXPIRED,P,353.0,2020-12-18,0.0,103217.843158,0.0,,,,,,
2020-12-21,SIGNAL,P,359.0,2021-01-22,0.0,103217.843158,0.0,,,,,,
2020-12-22,SELL_PUT,P,359.0,2021-01-22,458.148228,103675.991386,0.0,4.587982,0.65,2020-12-21,4.597982,5.08198,
2021-01-22,EXPIRED,P,359.0,2021-01-22,0.0,103675.991386,0.0,,,,,,
2021-01-25,SIGNAL,P,375.0,2021-02-26,0.0,103675.991386,0.0,,,,,,
2021-01-26,SELL_PUT,P,375.0,2021-02-26,412.296904,104088.28829,0.0,4.129469,0.65,2021-01-25,4.139469,4.575203,
2021-02-26,EXPIRED,P,375.0,2021-02-26,0.0,104088.28829,0.0,,,,,,
2021-03-01,SIGNAL,P,378.0,2021-04-01,0.0,104088.28829,0.0,,,,,,
2021-03-02,SELL_PUT,P,378.0,2021-04-01,418.899461,104507.187751,0.0,4.195495,0.65,2021-03-01,4.205495,4.648178,
2021-04-01,EXPIRED,P,378.0,2021-04-01,0.0,104507.187751,0.0,,,,,,
2021-04-05,SIGNAL,P,399.0,2021-05-07,0.0,104507.187751,0.0,,,,,,
2021-04-06,SELL_PUT,P,399.0,2021-05-07,335.366995,104842.554746,0.0,3.36017,0.65,2021-04-05,3.37017,3.724925,
2021-05-07,EXPIRED,P,399.0,2021-05-07,0.0,104842.554746,0.0,,,,,,
2021-05-10,SIGNAL,P,410.0,2021-06-11,0.0,104842.554746,0.0,,,,,,
2021-05-11,SELL_PUT,P,410.0,2021-06-11,508.453234,105351.00798,0.0,5.091032,0.65,2021-05-10,5.101032,5.637983,
2021-06-11,EXPIRED,P,410.0,2021-06-11,0.0,105351.00798,0.0,,,,,,
2021-06-14,SIGNAL,P,418.0,2021-07-16,0.0,105351.00798,0.0,,,,,,
2021-06-15,SELL_PUT,P,418.0,2021-07-16,329.364115,105680.372094,0.0,3.300141,0.65,2021-06-14,3.310141,3.658577,
2021-07-16,EXPIRED,P,418.0,2021-07-16,0.0,105680.372094,0.0,,,,,,
2021-07-19,SIGNAL,P,416.0,2021-08-20,0.0,105680.372094,0.0,,,,,,
2021-07-20,SELL_PUT,P,416.0,2021-08-20,296.587445,105976.959539,0.0,2.972374,0.65,2021-07-19,2.982374,3.296309,
2021-08-20,EXPIRED,P,416.0,2021-08-20,0.0,105976.959539,0.0,,,,,,
2021-08-23,SIGNAL,P,438.0,2021-09-24,0.0,105976.959539,0.0,,,,,,
2021-08-24,SELL_PUT,P,438.0,2021-09-24,281.537347,106258.496886,0.0,2.821873,0.65,2021-08-23,2.831873,3.129965,
2021-09-24,EXPIRED,P,438.0,2021-09-24,0.0,106258.496886,0.0,,,,,,
2021-09-27,SIGNAL,P,434.0,2021-10-29,0.0,106258.496886,0.0,,,,,,
2021-09-28,SELL_PUT,P,434.0,2021-10-29,699.507257,106958.004143,0.0,7.001573,0.65,2021-09-27,7.011573,7.749633,
2021-10-29,EXPIRED,P,434.0,2021-10-29,0.0,106958.004143,0.0,,,,,,
2021-11-01,SIGNAL,P,452.0,2021-12-03,0.0,106958.004143,0.0,,,,,,
2021-11-02,SELL_PUT,P,452.0,2021-12-03,275.411681,107233.415824,0.0,2.760617,0.65,2021-11-01,2.770617,3.062261,
2021-12-03,EXPIRED,P,452.0,2021-12-03,0.0,107233.415824,0.0,,,,,,
2021-12-06,SIGNAL,P,444.0,2022-01-07,0.0,107233.415824,0.0,,,,,,
2021-12-07,SELL_PUT,P,444.0,2022-01-07,292.156056,107525.57188,0.0,2.928061,0.65,2021-12-06,2.938061,3.24733,
2022-01-07,EXPIRED,P,444.0,2022-01-07,0.0,107525.57188,0.0,,,,,,
2022-01-10,SIGNAL,P,456.0,2022-02-11,0.0,107525.57188,0.0,,,,,,
2022-01-11,SELL_PUT,P,456.0,2022-02-11,286.727461,107812.299342,0.0,2.873775,0.65,2022-01-10,2.883775,3.18733,
2022-02-11,PUT_ASSIGNED,P,456.0,2022-02-11,-45600.0,62212.299342,100.0,,,,,,
2022-02-14,SIGNAL,C,456.0,2022-03-18,0.0,62212.299342,100.0,,,,,,
2022-02-15,SELL_CALL,C,456.0,2022-03-18,740.48016,62952.779502,100.0,7.411302,0.65,2022-02-14,7.421302,8.202491,
2022-03-18,DIVIDEND,,,,136.6,63089.379502,100.0,,,,,,
2022-03-18,EXPIRED,C,456.0,2022-03-18,0.0,63089.379502,100.0,,,,,,
2022-03-21,SIGNAL,C,459.0,2022-04-22,0.0,63089.379502,100.0,,,,,,
2022-03-22,SELL_CALL,C,459.0,2022-04-22,583.449984,63672.829486,100.0,5.841,0.65,2022-03-21,5.851,6.466895,
2022-04-22,EXPIRED,C,459.0,2022-04-22,0.0,63672.829486,100.0,,,,,,
2022-04-25,SIGNAL,C,445.0,2022-05-27,0.0,63672.829486,100.0,,,,,,
2022-04-26,SELL_CALL,C,445.0,2022-05-27,195.194361,63868.023848,100.0,1.958444,0.65,2022-04-25,1.968444,2.175648,
2022-05-27,EXPIRED,C,445.0,2022-05-27,0.0,63868.023848,100.0,,,,,,
2022-05-31,SIGNAL,C,428.0,2022-07-01,0.0,63868.023848,100.0,,,,,,
2022-06-01,SELL_CALL,C,428.0,2022-07-01,333.211415,64201.235263,100.0,3.338614,0.65,2022-05-31,3.348614,3.7011,
2022-06-17,DIVIDEND,,,,157.7,64358.935263,100.0,,,,,,
2022-07-01,EXPIRED,C,428.0,2022-07-01,0.0,64358.935263,100.0,,,,,,
2022-07-05,SIGNAL,C,396.0,2022-08-05,0.0,64358.935263,100.0,,,,,,
2022-07-06,SELL_CALL,C,396.0,2022-08-05,460.075177,64819.01044,100.0,4.607252,0.65,2022-07-05,4.617252,5.103278,
2022-08-05,CALL_ASSIGNED,C,396.0,2022-08-05,39600.0,104419.01044,0.0,,,,,,
2022-08-08,SIGNAL,P,403.0,2022-09-09,0.0,104419.01044,0.0,,,,,,
2022-08-09,SELL_PUT,P,403.0,2022-09-09,414.263803,104833.274242,0.0,4.149138,0.65,2022-08-08,4.159138,4.596942,
2022-09-09,EXPIRED,P,403.0,2022-09-09,0.0,104833.274242,0.0,,,,,,
2022-09-12,SIGNAL,P,401.0,2022-10-14,0.0,104833.274242,0.0,,,,,,
2022-09-13,SELL_PUT,P,401.0,2022-10-14,1230.216363,106063.490605,0.0,12.308664,0.65,2022-09-12,12.318664,13.615365,
2022-10-14,PUT_ASSIGNED,P,401.0,2022-10-14,-40100.0,65963.490605,100.0,,,,,,
2022-10-17,SIGNAL,C,383.0,2022-11-18,0.0,65963.490605,100.0,,,,,,
2022-10-18,SELL_CALL,C,383.0,2022-11-18,587.057811,66550.548417,100.0,5.877078,0.65,2022-10-17,5.887078,6.506771,
2022-11-18,CALL_ASSIGNED,C,383.0,2022-11-18,38300.0,104850.548417,0.0,,,,,,
2022-11-21,SIGNAL,P,385.0,2022-12-23,0.0,104850.548417,0.0,,,,,,
2022-11-22,SELL_PUT,P,385.0,2022-12-23,251.917065,105102.465482,0.0,2.525671,0.65,2022-11-21,2.535671,2.802583,
2022-12-23,PUT_ASSIGNED,P,385.0,2022-12-23,-38500.0,66602.465482,100.0,,,,,,
2022-12-27,SIGNAL,C,392.0,2023-01-27,0.0,66602.465482,100.0,,,,,,
2022-12-28,SELL_CALL,C,392.0,2023-01-27,222.884327,66825.349809,100.0,2.235343,0.65,2022-12-27,2.245343,2.481695,
2023-01-27,CALL_ASSIGNED,C,392.0,2023-01-27,39200.0,106025.349809,0.0,,,,,,
2023-01-30,SIGNAL,P,392.0,2023-03-03,0.0,106025.349809,0.0,,,,,,
2023-01-31,SELL_PUT,P,392.0,2023-03-03,207.508709,106232.858518,0.0,2.081587,0.65,2023-01-30,2.091587,2.311754,
2023-03-03,EXPIRED,P,392.0,2023-03-03,0.0,106232.858518,0.0,,,,,,
2023-03-06,SIGNAL,P,396.0,2023-04-06,0.0,106232.858518,0.0,,,,,,
2023-03-07,SELL_PUT,P,396.0,2023-04-06,518.008281,106750.866799,0.0,5.186583,0.65,2023-03-06,5.196583,5.743592,
2023-04-06,EXPIRED,P,396.0,2023-04-06,0.0,106750.866799,0.0,,,,,,
2023-04-10,SIGNAL,P,401.0,2023-05-12,0.0,106750.866799,0.0,,,,,,
2023-04-11,SELL_PUT,P,401.0,2023-05-12,327.369413,107078.236212,0.0,3.280194,0.65,2023-04-10,3.290194,3.63653,
2023-05-12,EXPIRED,P,401.0,2023-05-12,0.0,107078.236212,0.0,,,,,,
2023-05-15,SIGNAL,P,405.0,2023-06-16,0.0,107078.236212,0.0,,,,,,
2023-05-16,SELL_PUT,P,405.0,2023-06-16,379.279154,107457.515365,0.0,3.799292,0.65,2023-05-15,3.809292,4.21027,
2023-06-16,EXPIRED,P,405.0,2023-06-16,0.0,107457.515365,0.0,,,,,,
2023-06-20,SIGNAL,P,430.0,2023-07-21,0.0,107457.515365,0.0,,,,,,
2023-06-21,SELL_PUT,P,430.0,2023-07-21,300.165604,107757.680969,0.0,3.008156,0.65,2023-06-20,3.018156,3.335857,
2023-07-21,EXPIRED,P,430.0,2023-07-21,0.0,107757.680969,0.0,,,,,,
2023-07-24,SIGNAL,P,447.0,2023-08-25,0.0,107757.680969,0.0,,,,,,
2023-07-25,SELL_PUT,P,447.0,2023-08-25,225.680529,107983.361499,0.0,2.263305,0.65,2023-07-24,2.273305,2.512601,
2023-08-25,PUT_ASSIGNED,P,447.0,2023-08-25,-44700.0,63283.361499,100.0,,,,,,
2023-08-28,SIGNAL,C,452.0,2023-09-29,0.0,63283.361499,100.0,,,,,,
2023-08-29,SELL_CALL,C,452.0,2023-09-29,496.6929,63780.054399,100.0,4.973429,0.65,2023-08-28,4.983429,5.508,
2023-09-15,DIVIDEND,,,,158.3,63938.354399,100.0,,,,,,
2023-09-29,EXPIRED,C,452.0,2023-09-29,0.0,63938.354399,100.0,,,,,,
2023-10-02,SIGNAL,C,438.0,2023-11-03,0.0,63938.354399,100.0,,,,,,
2023-10-03,SELL_CALL,C,438.0,2023-11-03,166.482353,64104.836752,100.0,1.671324,0.65,2023-10-02,1.681324,1.858305,
2023-11-03,EXPIRED,C,438.0,2023-11-03,0.0,64104.836752,100.0,,,,,,
2023-11-06,SIGNAL,C,445.0,2023-12-08,0.0,64104.836752,100.0,,,,,,
2023-11-07,SELL_CALL,C,445.0,2023-12-08,289.771,64394.607752,100.0,2.90421,0.65,2023-11-06,2.91421,3.220969,
2023-12-08,CALL_ASSIGNED,C,445.0,2023-12-08,44500.0,108894.607752,0.0,,,,,,
2023-12-11,SIGNAL,P,456.0,2024-01-12,0.0,108894.607752,0.0,,,,,,
2023-12-12,SELL_PUT,P,456.0,2024-01-12,199.956105,109094.563857,0.0,2.006061,0.65,2023-12-11,2.016061,2.228278,
2024-01-12,EXPIRED,P,456.0,2024-01-12,0.0,109094.563857,0.0,,,,,,
2024-01-16,SIGNAL,P,468.0,2024-02-16,0.0,109094.563857,0.0,,,,,,
2024-01-17,SELL_PUT,P,468.0,2024-02-16,360.393512,109454.957369,0.0,3.610435,0.65,2024-01-16,3.620435,4.001534,
2024-02-16,EXPIRED,P,468.0,2024-02-16,0.0,109454.957369,0.0,,,,,,
2024-02-20,SIGNAL,P,489.0,2024-03-22,0.0,109454.957369,0.0,,,,,,
2024-02-21,SELL_PUT,P,489.0,2024-03-22,320.615782,109775.573151,0.0,3.212658,0.65,2024-02-20,3.222658,3.561885,
2024-03-22,EXPIRED,P,489.0,2024-03-22,0.0,109775.573151,0.0,,,,,,
2024-03-25,SIGNAL,P,512.0,2024-04-26,0.0,109775.573151,0.0,,,,,,
2024-03-26,SELL_PUT,P,512.0,2024-04-26,306.504342,110082.077493,0.0,3.071543,0.65,2024-03-25,3.081543,3.405916,
2024-04-26,PUT_ASSIGNED,P,512.0,2024-04-26,-51200.0,58882.077493,100.0,,,,,,
2024-04-29,SIGNAL,C,521.0,2024-05-31,0.0,58882.077493,100.0,,,,,,
2024-04-30,SELL_CALL,C,521.0,2024-05-31,124.942713,59007.020206,100.0,1.255927,0.65,2024-04-29,1.265927,1.399183,
2024-05-31,CALL_ASSIGNED,C,521.0,2024-05-31,52100.0,111107.020206,0.0,,,,,,
2024-06-03,SIGNAL,P,520.0,2024-07-05,0.0,111107.020206,0.0,,,,,,
2024-06-04,SELL_PUT,P,520.0,2024-07-05,266.620357,111373.640563,0.0,2.672704,0.65,2024-06-03,2.682704,2.965093,
2024-07-05,EXPIRED,P,520.0,2024-07-05,0.0,111373.640563,0.0,,,,,,
2024-07-08,SIGNAL,P,548.0,2024-08-09,0.0,111373.640563,0.0,,,,,,
2024-07-09,SELL_PUT,P,548.0,2024-08-09,277.184628,111650.825191,0.0,2.778346,0.65,2024-07-08,2.788346,3.081856,
2024-08-09,PUT_ASSIGNED,P,548.0,2024-08-09,-54800.0,56850.825191,100.0,,,,,,
2024-08-12,SIGNAL,C,548.0,2024-09-13,0.0,56850.825191,100.0,,,,,,
2024-08-13,SELL_CALL,C,548.0,2024-09-13,767.997396,57618.822587,100.0,7.686474,0.65,2024-08-12,7.696474,8.506629,
2024-09-13,CALL_ASSIGNED,C,548.0,2024-09-13,54800.0,112418.822587,0.0,,,,,,
2024-09-16,SIGNAL,P,553.0,2024-10-18,0.0,112418.822587,0.0,,,,,,
2024-09-17,SELL_PUT,P,553.0,2024-10-18,419.565762,112838.388348,0.0,4.202158,0.65,2024-09-16,4.212158,4.655543,
2024-10-18,EXPIRED,P,553.0,2024-10-18,0.0,112838.388348,0.0,,,,,,
2024-10-21,SIGNAL,P,572.0,2024-11-22,0.0,112838.388348,0.0,,,,,,
2024-10-22,SELL_PUT,P,572.0,2024-11-22,467.234433,113305.622782,0.0,4.678844,0.65,2024-10-21,4.688844,5.182407,
2024-11-22,EXPIRED,P,572.0,2024-11-22,0.0,113305.622782,0.0,,,,,,
2024-11-25,SIGNAL,P,588.0,2024-12-27,0.0,113305.622782,0.0,,,,,,
2024-11-26,SELL_PUT,P,588.0,2024-12-27,286.172242,113591.795024,0.0,2.868222,0.65,2024-11-25,2.878222,3.181193,
2024-12-27,EXPIRED,P,588.0,2024-12-27,0.0,113591.795024,0.0,,,,,,
2024-12-30,SIGNAL,P,578.0,2025-01-31,0.0,113591.795024,0.0,,,,,,
2024-12-31,SELL_PUT,P,578.0,2025-01-31,529.962926,114121.757949,0.0,5.306129,0.65,2024-12-30,5.316129,5.875722,
2025-01-31,EXPIRED,P,578.0,2025-01-31,0.0,114121.757949,0.0,,,,,,
2025-02-03,SIGNAL,P,587.0,2025-03-07,0.0,114121.757949,0.0,,,,,,
2025-02-04,SELL_PUT,P,587.0,2025-03-07,405.400025,114527.157974,0.0,4.0605,0.65,2025-02-03,4.0705,4.498974,
2025-03-07,PUT_ASSIGNED,P,587.0,2025-03-07,-58700.0,55827.157974,100.0,,,,,,
2025-03-10,SIGNAL,C,579.0,2025-04-11,0.0,55827.157974,100.0,,,,,,
2025-03-11,SELL_CALL,C,579.0,2025-04-11,584.253254,56411.411229,100.0,5.849033,0.65,2025-03-10,5.859033,6.475773,
2025-03-21,DIVIDEND,,,,169.6,56581.011229,100.0,,,,,,
2025-04-11,EXPIRED,C,579.0,2025-04-11,0.0,56581.011229,100.0,,,,,,
2025-04-14,SIGNAL,C,568.0,2025-05-16,0.0,56581.011229,100.0,,,,,,
2025-04-15,SELL_CALL,C,568.0,2025-05-16,498.456726,57079.467955,100.0,4.991067,0.65,2025-04-14,5.001067,5.527495,
2025-05-16,CALL_ASSIGNED,C,568.0,2025-05-16,56800.0,113879.467955,0.0,,,,,,
2025-05-19,SIGNAL,P,584.0,2025-06-20,0.0,113879.467955,0.0,,,,,,
2025-05-20,SELL_PUT,P,584.0,2025-06-20,548.893622,114428.361577,0.0,5.495436,0.65,2025-05-19,5.505436,6.084956,
2025-06-20,EXPIRED,P,584.0,2025-06-20,0.0,114428.361577,0.0,,,,,,
2025-06-23,SIGNAL,P,586.0,2025-07-25,0.0,114428.361577,0.0,,,,,,
2025-06-24,SELL_PUT,P,586.0,2025-07-25,319.887214,114748.248791,0.0,3.205372,0.65,2025-06-23,3.215372,3.553832,
2025-07-25,EXPIRED,P,586.0,2025-07-25,0.0,114748.248791,0.0,,,,,,
2025-07-28,SIGNAL,P,627.0,2025-08-29,0.0,114748.248791,0.0,,,,,,
2025-07-29,SELL_PUT,P,627.0,2025-08-29,468.06896,115216.317751,0.0,4.68719,0.65,2025-07-28,4.69719,5.191631,
2025-08-29,EXPIRED,P,627.0,2025-08-29,0.0,115216.317751,0.0,,,,,,
2025-09-02,SIGNAL,P,629.0,2025-10-03,0.0,115216.317751,0.0,,,,,,
2025-09-03,SELL_PUT,P,629.0,2025-10-03,381.567705,115597.885455,0.0,3.822177,0.65,2025-09-02,3.832177,4.235564,
2025-10-03,EXPIRED,P,629.0,2025-10-03,0.0,115597.885455,0.0,,,,,,
2025-10-06,SIGNAL,P,660.0,2025-11-07,0.0,115597.885455,0.0,,,,,,
2025-10-07,SELL_PUT,P,660.0,2025-11-07,550.668238,116148.553694,0.0,5.513182,0.65,2025-10-06,5.523182,6.10457,
