date,action,right,strike,expiry,cash_flow,cash_after,shares_after,fill_price,commission,signal_date,bid,ask,reason
2019-01-22,SIGNAL,P,256.0,2019-02-22,0.0,102092.04169,0.0,,,,,,
2019-01-23,SELL_PUT,P,256.0,2019-02-22,291.801411,102383.843101,0.0,2.924514,0.65,2019-01-22,2.934514,3.24341,
2019-02-22,EXPIRED,P,256.0,2019-02-22,0.0,102383.843101,0.0,,,,,,
2019-02-25,SIGNAL,P,274.0,2019-03-29,0.0,102383.843101,0.0,,,,,,
2019-02-26,SELL_PUT,P,274.0,2019-03-29,234.463296,102618.306397,0.0,2.351133,0.65,2019-02-25,2.361133,2.609673,
2019-03-29,EXPIRED,P,274.0,2019-03-29,0.0,102618.306397,0.0,,,,,,
2019-04-01,SIGNAL,P,280.0,2019-05-03,0.0,102618.306397,0.0,,,,,,
2019-04-02,SELL_PUT,P,280.0,2019-05-03,185.118945,102803.425342,0.0,1.857689,0.65,2019-04-01,1.867689,2.064288,
2019-05-03,EXPIRED,P,280.0,2019-05-03,0.0,102803.425342,0.0,,,,,,
2019-05-06,SIGNAL,P,288.0,2019-06-07,0.0,102803.425342,0.0,,,,,,
2019-05-07,SELL_PUT,P,288.0,2019-06-07,477.74162,103281.166961,0.0,4.783916,0.65,2019-05-06,4.793916,5.298539,
2019-06-07,PUT_ASSIGNED,P,288.0,2019-06-07,-28800.0,74481.166961,100.0,,,,,,
2019-06-10,SIGNAL,C,297.0,2019-07-12,0.0,74481.166961,100.0,,,,,,
2019-06-11,SELL_CALL,C,297.0,2019-07-12,225.4318,74706.598761,100.0,2.260818,0.65,2019-06-10,2.270818,2.509851,
2019-06-21,DIVIDEND,,,,143.2,74849.798761,100.0,,,,,,
2019-07-12,CALL_ASSIGNED,C,297.0,2019-07-12,29700.0,104549.798761,0.0,,,,,,
2019-07-15,SIGNAL,P,296.0,2019-08-16,0.0,104549.798761,0.0,,,,,,
2019-07-16,SELL_PUT,P,296.0,2019-08-16,249.447059,104799.24582,0.0,2.500971,0.65,2019-07-15,2.510971,2.775283,
2019-08-16,PUT_ASSIGNED,P,296.0,2019-08-16,-29600.0,75199.24582,100.0,,,,,,
2019-08-19,SIGNAL,C,302.0,2019-09-20,0.0,75199.24582,100.0,,,,,,
2019-08-20,SELL_CALL,C,302.0,2019-09-20,164.797788,75364.043607,100.0,1.654478,0.65,2019-08-19,1.664478,1.839686,
2019-09-20,DIVIDEND,,,,138.4,75502.443607,100.0,,,,,,
2019-09-20,EXPIRED,C,302.0,2019-09-20,0.0,75502.443607,100.0,,,,,,
2019-09-23,SIGNAL,C,306.0,2019-10-25,0.0,75502.443607,100.0,,,,,,
2019-09-24,SELL_CALL,C,306.0,2019-10-25,160.333135,75662.776742,100.0,1.609831,0.65,2019-09-23,1.619831,1.79034,
2019-10-25,EXPIRED,C,306.0,2019-10-25,0.0,75662.776742,100.0,,,,,,
2019-10-28,SIGNAL,C,310.0,2019-11-29,0.0,75662.776742,100.0,,,,,,
2019-10-29,SELL_CALL,C,310.0,2019-11-29,200.31977,75863.096512,100.0,2.009698,0.65,2019-10-28,2.019698,2.232297,
2019-11-29,CALL_ASSIGNED,C,310.0,2019-11-29,31000.0,106863.096512,0.0,,,,,,
2019-12-02,SIGNAL,P,306.0,2020-01-03,0.0,106863.096512,0.0,,,,,,
2019-12-03,SELL_PUT,P,306.0,2020-01-03,341.558031,107204.654544,0.0,3.42208,0.65,2019-12-02,3.43208,3.793352,
2020-01-03,EXPIRED,P,306.0,2020-01-03,0.0,107204.654544,0.0,,,,,,
2020-01-06,SIGNAL,P,317.0,2020-02-07,0.0,107204.654544,0.0,,,,,,
2020-01-07,SELL_PUT,P,317.0,2020-02-07,251.787774,107456.442317,0.0,2.524378,0.65,2020-01-06,2.534378,2.801154,
2020-02-07,EXPIRED,P,317.0,2020-02-07,0.0,107456.442317,0.0,,,,,,
2020-02-10,SIGNAL,P,327.0,2020-03-13,0.0,107456.442317,0.0,,,,,,
2020-02-11,SELL_PUT,P,327.0,2020-03-13,232.397967,107688.840285,0.0,2.33048,0.65,2020-02-10,2.34048,2.586846,
2020-03-13,PUT_ASSIGNED,P,327.0,2020-03-13,-32700.0,74988.840285,100.0,,,,,,
2020-03-16,SIGNAL,C,266.0,2020-04-17,0.0,74988.840285,100.0,,,,,,
2020-03-17,SELL_CALL,C,266.0,2020-04-17,1793.551474,76782.391759,100.0,17.942015,0.65,2020-03-16,17.952015,19.841701,
2020-03-20,DIVIDEND,,,,140.6,76922.991759,100.0,,,,,,
2020-04-17,CALL_ASSIGNED,C,266.0,2020-04-17,26600.0,103522.991759,0.0,,,,,,
2020-04-20,SIGNAL,P,267.0,2020-05-22,0.0,103522.991759,0.0,,,,,,
2020-04-21,SELL_PUT,P,267.0,2020-05-22,1026.666536,104549.658295,0.0,10.273165,0.65,2020-04-20,10.283165,11.365604,
2020-05-22,EXPIRED,P,267.0,2020-05-22,0.0,104549.658295,0.0,,,,,,
2020-05-26,SIGNAL,P,288.0,2020-06-26,0.0,104549.658295,0.0,,,,,,
2020-05-27,SELL_PUT,P,288.0,2020-06-26,339.358306,104889.016601,0.0,3.400083,0.65,2020-05-26,3.410083,3.769039,
2020-06-26,EXPIRED,P,288.0,2020-06-26,0.0,104889.016601,0.0,,,,,,
2020-06-29,SIGNAL,P,290.0,2020-07-31,0.0,104889.016601,0.0,,,,,,
2020-06-30,SELL_PUT,P,290.0,2020-07-31,390.675636,105279.692236,0.0,3.913256,0.65,2020-06-29,3.923256,4.336231,
2020-07-31,EXPIRED,P,290.0,2020-07-31,0.0,105279.692236,0.0,,,,,,
2020-08-03,SIGNAL,P,318.0,2020-09-04,0.0,105279.692236,0.0,,,,,,
2020-08-04,SELL_PUT,P,318.0,2020-09-04,401.156102,105680.848338,0.0,4.018061,0.65,2020-08-03,4.028061,4.452067,
2020-09-04,EXPIRED,P,318.0,2020-09-04,0.0,105680.848338,0.0,,,,,,
2020-09-08,SIGNAL,P,320.0,2020-10-09,0.0,105680.848338,0.0,,,,,,
2020-09-09,SELL_PUT,P,320.0,2020-10-09,416.949841,106097.798179,0.0,4.175998,0.65,2020-09-08,4.185998,4.62663,
2020-10-09,EXPIRED,P,320.0,2020-10-09,0.0,106097.798179,0.0,,,,,,
2020-10-12,SIGNAL,P,340.0,2020-11-13,0.0,106097.798179,0.0,,,,,,
2020-10-13,SELL_PUT,P,340.0,2020-11-13,534.287268,106632.085448,0.0,5.349373,0.65,2020-10-12,5.359373,5.923517,
2020-11-13,EXPIRED,P,340.0,2020-11-13,0.0,106632.085448,0.0,,,,,,
2020-11-16,SIGNAL,P,351.0,2020-12-18,0.0,106632.085448,0.0,,,,,,
2020-11-17,SELL_PUT,P,351.0,2020-12-18,482.983328,107115.068776,0.0,4.836333,0.65,2020-11-16,4.846333,5.356474,
2020-12-18,EXPIRED,P,351.0,2020-12-18,0.0,107115.068776,0.0,,,,,,
2020-12-21,SIGNAL,P,357.0,2021-01-22,0.0,107115.068776,0.0,,,,,,
2020-12-22,SELL_PUT,P,357.0,2021-01-22,576.075975,107691.144751,0.0,5.76726,0.65,2020-12-21,5.77726,6.385392,
2021-01-22,EXPIRED,P,357.0,2021-01-22,0.0,107691.144751,0.0,,,,,,
2021-01-25,SIGNAL,P,373.0,2021-02-26,0.0,107691.144751,0.0,,,,,,
2021-01-26,SELL_PUT,P,373.0,2021-02-26,523.365249,108214.51,0.0,5.240152,0.65,2021-01-25,5.250152,5.8028,
2021-02-26,EXPIRED,P,373.0,2021-02-26,0.0,108214.51,0.0,,,,,,
2021-03-01,SIGNAL,P,375.0,2021-04-01,0.0,108214.51,0.0,,,,,,
2021-03-02,SELL_PUT,P,375.0,2021-04-01,497.716202,108712.226203,0.0,4.983662,0.65,2021-03-01,4.993662,5.519311,
2021-04-01,EXPIRED,P,375.0,2021-04-01,0.0,108712.226203,0.0,,,,,,
2021-04-05,SIGNAL,P,397.0,2021-05-07,0.0,108712.226203,0.0,,,,,,
2021-04-06,SELL_PUT,P,397.0,2021-05-07,415.377668,109127.603871,0.0,4.160277,0.65,2021-04-05,4.170277,4.609253,
2021-05-07,EXPIRED,P,397.0,2021-05-07,0.0,109127.603871,0.0,,,,,,
2021-05-10,SIGNAL,P,408.0,2021-06-11,0.0,109127.603871,0.0,,,,,,
2021-05-11,SELL_PUT,P,408.0,2021-06-11,604.012566,109731.616437,0.0,6.046626,0.65,2021-05-10,6.056626,6.694165,
2021-06-11,EXPIRED,P,408.0,2021-06-11,0.0,109731.616437,0.0,,,,,,
2021-06-14,SIGNAL,P,416.0,2021-07-16,0.0,109731.616437,0.0,,,,,,
2021-06-15,SELL_PUT,P,416.0,2021-07-16,403.388902,110135.005339,0.0,4.040389,0.65,2021-06-14,4.050389,4.476746,
2021-07-16,EXPIRED,P,416.0,2021-07-16,0.0,110135.005339,0.0,,,,,,
2021-07-19,SIGNAL,P,414.0,2021-08-20,0.0,110135.005339,0.0,,,,,,
2021-07-20,SELL_PUT,P,414.0,2021-08-20,414.738826,110549.744165,0.0,4.153888,0.65,2021-07-19,4.163888,4.602192,
2021-08-20,EXPIRED,P,414.0,2021-08-20,0.0,110549.744165,0.0,,,,,,
2021-08-23,SIGNAL,P,436.0,2021-09-24,0.0,110549.744165,0.0,,,,,,
2021-08-24,SELL_PUT,P,436.0,2021-09-24,368.133712,110917.877877,0.0,3.687837,0.65,2021-08-23,3.697837,4.087083,
2021-09-24,EXPIRED,P,436.0,2021-09-24,0.0,110917.877877,0.0,,,,,,
2021-09-27,SIGNAL,P,432.0,2021-10-29,0.0,110917.877877,0.0,,,,,,
2021-09-28,SELL_PUT,P,432.0,2021-10-29,786.391477,111704.269354,0.0,7.870415,0.65,2021-09-27,7.880415,8.709932,
2021-10-29,EXPIRED,P,432.0,2021-10-29,0.0,111704.269354,0.0,,,,,,
2021-11-01,SIGNAL,P,450.0,2021-12-03,0.0,111704.269354,0.0,,,,,,
2021-11-02,SELL_PUT,P,450.0,2021-12-03,360.155735,112064.425089,0.0,3.608057,0.65,2021-11-01,3.618057,3.998905,
2021-12-03,EXPIRED,P,450.0,2021-12-03,0.0,112064.425089,0.0,,,,,,
2021-12-06,SIGNAL,P,440.0,2022-01-07,0.0,112064.425089,0.0,,,,,,
2021-12-07,SELL_PUT,P,440.0,2022-01-07,404.179963,112468.605053,0.0,4.0483,0.65,2021-12-06,4.0583,4.485489,
2022-01-07,EXPIRED,P,440.0,2022-01-07,0.0,112468.605053,0.0,,,,,,
2022-01-10,SIGNAL,P,454.0,2022-02-11,0.0,112468.605053,0.0,,,,,,
2022-01-11,SELL_PUT,P,454.0,2022-02-11,396.000402,112864.605455,0.0,3.966504,0.65,2022-01-10,3.976504,4.395083,
2022-02-11,PUT_ASSIGNED,P,454.0,2022-02-11,-45400.0,67464.605455,100.0,,,,,,
2022-02-14,SIGNAL,C,460.0,2022-03-18,0.0,67464.605455,100.0,,,,,,
2022-02-15,SELL_CALL,C,460.0,2022-03-18,872.654702,68337.260157,100.0,8.733047,0.65,2022-02-14,8.743047,9.663368,
2022-03-18,DIVIDEND,,,,136.6,68473.860157,100.0,,,,,,
2022-03-18,EXPIRED,C,460.0,2022-03-18,0.0,68473.860157,100.0,,,,,,
2022-03-21,SIGNAL,C,463.0,2022-04-22,0.0,68473.860157,100.0,,,,,,
2022-03-22,SELL_CALL,C,463.0,2022-04-22,674.057869,69147.918026,100.0,6.747079,0.65,2022-03-21,6.757079,7.46835,
2022-04-22,EXPIRED,C,463.0,2022-04-22,0.0,69147.918026,100.0,,,,,,
2022-04-25,SIGNAL,C,450.0,2022-05-27,0.0,69147.918026,100.0,,,,,,
2022-04-26,SELL_CALL,C,450.0,2022-05-27,279.470512,69427.388539,100.0,2.801205,0.65,2022-04-25,2.811205,3.107121,
2022-05-27,EXPIRED,C,450.0,2022-05-27,0.0,69427.388539,100.0,,,,,,
2022-05-31,SIGNAL,C,432.0,2022-07-01,0.0,69427.388539,100.0,,,,,,
2022-06-01,SELL_CALL,C,432.0,2022-07-01,431.937384,69859.325922,100.0,4.325874,0.65,2022-05-31,4.335874,4.792282,
2022-06-17,DIVIDEND,,,,157.7,70017.025922,100.0,,,,,,
2022-07-01,EXPIRED,C,432.0,2022-07-01,0.0,70017.025922,100.0,,,,,,
2022-07-05,SIGNAL,C,400.0,2022-08-05,0.0,70017.025922,100.0,,,,,,
2022-07-06,SELL_CALL,C,400.0,2022-08-05,553.943145,70570.969068,100.0,5.545931,0.65,2022-07-05,5.555931,6.140766,
2022-08-05,CALL_ASSIGNED,C,400.0,2022-08-05,40000.0,110570.969068,0.0,,,,,,
2022-08-08,SIGNAL,P,401.0,2022-09-09,0.0,110570.969068,0.0,,,,,,
2022-08-09,SELL_PUT,P,401.0,2022-09-09,523.035368,111094.004435,0.0,5.236854,0.65,2022-08-08,5.246854,5.799154,
2022-09-09,EXPIRED,P,401.0,2022-09-09,0.0,111094.004435,0.0,,,,,,
2022-09-12,SIGNAL,P,398.0,2022-10-14,0.0,111094.004435,0.0,,,,,,
2022-09-13,SELL_PUT,P,398.0,2022-10-14,1259.977731,112353.982166,0.0,12.606277,0.65,2022-09-12,12.616277,13.944306,
2022-10-14,PUT_ASSIGNED,P,398.0,2022-10-14,-39800.0,72553.982166,100.0,,,,,,
2022-10-17,SIGNAL,C,388.0,2022-11-18,0.0,72553.982166,100.0,,,,,,
2022-10-18,SELL_CALL,C,388.0,2022-11-18,675.360522,73229.342688,100.0,6.760105,0.65,2022-10-17,6.770105,7.482748,
2022-11-18,CALL_ASSIGNED,C,388.0,2022-11-18,38800.0,112029.342688,0.0,,,,,,
2022-11-21,SIGNAL,P,382.0,2022-12-23,0.0,112029.342688,0.0,,,,,,
2022-11-22,SELL_PUT,P,382.0,2022-12-23,330.916321,112360.259009,0.0,3.315663,0.65,2022-11-21,3.325663,3.675733,
2022-12-23,EXPIRED,P,382.0,2022-12-23,0.0,112360.259009,0.0,,,,,,
2022-12-27,SIGNAL,P,371.0,2023-01-27,0.0,112360.259009,0.0,,,,,,
2022-12-28,SELL_PUT,P,371.0,2023-01-27,617.894609,112978.153618,0.0,6.185446,0.65,2022-12-27,6.195446,6.847598,
2023-01-27,EXPIRED,P,371.0,2023-01-27,0.0,112978.153618,0.0,,,,,,
2023-01-30,SIGNAL,P,390.0,2023-03-03,0.0,112978.153618,0.0,,,,,,
2023-01-31,SELL_PUT,P,390.0,2023-03-03,294.571182,113272.7248,0.0,2.952212,0.65,2023-01-30,2.962212,3.274024,
2023-03-03,EXPIRED,P,390.0,2023-03-03,0.0,113272.7248,0.0,,,,,,
2023-03-06,SIGNAL,P,394.0,2023-04-06,0.0,113272.7248,0.0,,,,,,
2023-03-07,SELL_PUT,P,394.0,2023-04-06,593.131614,113865.856414,0.0,5.937816,0.65,2023-03-06,5.947816,6.573902,
2023-04-06,EXPIRED,P,394.0,2023-04-06,0.0,113865.856414,0.0,,,,,,
2023-04-10,SIGNAL,P,399.0,2023-05-12,0.0,113865.856414,0.0,,,,,,
2023-04-11,SELL_PUT,P,399.0,2023-05-12,416.544099,114282.400513,0.0,4.171941,0.65,2023-04-10,4.181941,4.622145,
2023-05-12,EXPIRED,P,399.0,2023-05-12,0.0,114282.400513,0.0,,,,,,
2023-05-15,SIGNAL,P,403.0,2023-06-16,0.0,114282.400513,0.0,,,,,,
2023-05-16,SELL_PUT,P,403.0,2023-06-16,453.709354,114736.109867,0.0,4.543594,0.65,2023-05-15,4.553594,5.032919,
2023-06-16,EXPIRED,P,403.0,2023-06-16,0.0,114736.109867,0.0,,,,,,
2023-06-20,SIGNAL,P,429.0,2023-07-21,0.0,114736.109867,0.0,,,,,,
2023-06-21,SELL_PUT,P,429.0,2023-07-21,387.147482,115123.257349,0.0,3.877975,0.65,2023-06-20,3.887975,4.297235,
2023-07-21,EXPIRED,P,429.0,2023-07-21,0.0,115123.257349,0.0,,,,,,
2023-07-24,SIGNAL,P,446.0,2023-08-25,0.0,115123.257349,0.0,,,,,,
2023-07-25,SELL_PUT,P,446.0,2023-08-25,315.28735,115438.544699,0.0,3.159373,0.65,2023-07-24,3.169373,3.502992,
2023-08-25,PUT_ASSIGNED,P,446.0,2023-08-25,-44600.0,70838.544699,100.0,,,,,,
2023-08-28,SIGNAL,C,455.0,2023-09-29,0.0,70838.544699,100.0,,,,,,
2023-08-29,SELL_CALL,C,455.0,2023-09-29,526.883638,71365.428338,100.0,5.275336,0.65,2023-08-28,5.285336,5.841688,
2023-09-15,DIVIDEND,,,,158.3,71523.728338,100.0,,,,,,
2023-09-29,EXPIRED,C,455.0,2023-09-29,0.0,71523.728338,100.0,,,,,,
2023-10-02,SIGNAL,C,440.0,2023-11-03,0.0,71523.728338,100.0,,,,,,
2023-10-03,SELL_CALL,C,440.0,2023-11-03,246.532732,71770.261069,100.0,2.471827,0.65,2023-10-02,2.481827,2.743072,
2023-11-03,EXPIRED,C,440.0,2023-11-03,0.0,71770.261069,100.0,,,,,,
2023-11-06,SIGNAL,C,447.0,2023-12-08,0.0,71770.261069,100.0,,,,,,
2023-11-07,SELL_CALL,C,447.0,2023-12-08,360.446377,72130.707446,100.0,3.610964,0.65,2023-11-06,3.620964,4.002118,
2023-12-08,CALL_ASSIGNED,C,447.0,2023-12-08,44700.0,116830.707446,0.0,,,,,,
2023-12-11,SIGNAL,P,454.0,2024-01-12,0.0,116830.707446,0.0,,,,,,
2023-12-12,SELL_PUT,P,454.0,2024-01-12,253.709845,117084.417291,0.0,2.543598,0.65,2023-12-11,2.553598,2.822398,
2024-01-12,EXPIRED,P,454.0,2024-01-12,0.0,117084.417291,0.0,,,,,,
2024-01-16,SIGNAL,P,466.0,2024-02-16,0.0,117084.417291,0.0,,,,,,
2024-01-17,SELL_PUT,P,466.0,2024-02-16,422.910734,117507.328025,0.0,4.235607,0.65,2024-01-16,4.245607,4.692513,
2024-02-16,EXPIRED,P,466.0,2024-02-16,0.0,117507.328025,0.0,,,,,,
2024-02-20,SIGNAL,P,487.0,2024-03-22,0.0,117507.328025,0.0,,,,,,
2024-02-21,SELL_PUT,P,487.0,2024-03-22,406.154762,117913.482787,0.0,4.068048,0.65,2024-02-20,4.078048,4.507316,
2024-03-22,EXPIRED,P,487.0,2024-03-22,0.0,117913.482787,0.0,,,,,,
2024-03-25,SIGNAL,P,510.0,2024-04-26,0.0,117913.482787,0.0,,,,,,
2024-03-26,SELL_PUT,P,510.0,2024-04-26,378.955811,118292.438598,0.0,3.796058,0.65,2024-03-25,3.806058,4.206696,
2024-04-26,PUT_ASSIGNED,P,510.0,2024-04-26,-51000.0,67292.438598,100.0,,,,,,
2024-04-29,SIGNAL,C,523.0,2024-05-31,0.0,67292.438598,100.0,,,,,,
2024-04-30,SELL_CALL,C,523.0,2024-05-31,197.156168,67489.594766,100.0,1.978062,0.65,2024-04-29,1.988062,2.197331,
2024-05-31,CALL_ASSIGNED,C,523.0,2024-05-31,52300.0,119789.594766,0.0,,,,,,
2024-06-03,SIGNAL,P,518.0,2024-07-05,0.0,119789.594766,0.0,,,,,,
2024-06-04,SELL_PUT,P,518.0,2024-07-05,340.33172,120129.926486,0.0,3.409817,0.65,2024-06-03,3.419817,3.779798,
2024-07-05,EXPIRED,P,518.0,2024-07-05,0.0,120129.926486,0.0,,,,,,
2024-07-08,SIGNAL,P,546.0,2024-08-09,0.0,120129.926486,0.0,,,,,,
2024-07-09,SELL_PUT,P,546.0,2024-08-09,350.268734,120480.19522,0.0,3.509187,0.65,2024-07-08,3.519187,3.889628,
2024-08-09,PUT_ASSIGNED,P,546.0,2024-08-09,-54600.0,65880.19522,100.0,,,,,,
2024-08-12,SIGNAL,C,552.0,2024-09-13,0.0,65880.19522,100.0,,,,,,
2024-08-13,SELL_CALL,C,552.0,2024-09-13,860.495468,66740.690688,100.0,8.611455,0.65,2024-08-12,8.621455,9.528976,
2024-09-13,CALL_ASSIGNED,C,552.0,2024-09-13,55200.0,121940.690688,0.0,,,,,,
2024-09-16,SIGNAL,P,550.0,2024-10-18,0.0,121940.690688,0.0,,,,,,
2024-09-17,SELL_PUT,P,550.0,2024-10-18,515.439904,122456.130592,0.0,5.160899,0.65,2024-09-16,5.170899,5.715204,
2024-10-18,EXPIRED,P,550.0,2024-10-18,0.0,122456.130592,0.0,,,,,,
2024-10-21,SIGNAL,P,569.0,2024-11-22,0.0,122456.130592,0.0,,,,,,
2024-10-22,SELL_PUT,P,569.0,2024-11-22,583.265258,123039.395849,0.0,5.839153,0.65,2024-10-21,5.849153,6.464853,
2024-11-22,EXPIRED,P,569.0,2024-11-22,0.0,123039.395849,0.0,,,,,,
2024-11-25,SIGNAL,P,585.0,2024-12-27,0.0,123039.395849,0.0,,,,,,
2024-11-26,SELL_PUT,P,585.0,2024-12-27,365.656249,123405.052098,0.0,3.663062,0.65,2024-11-25,3.673062,4.059701,
2024-12-27,EXPIRED,P,585.0,2024-12-27,0.0,123405.052098,0.0,,,,,,
2024-12-30,SIGNAL,P,575.0,2025-01-31,0.0,123405.052098,0.0,,,,,,
2024-12-31,SELL_PUT,P,575.0,2025-01-31,635.285418,124040.337516,0.0,6.359354,0.65,2024-12-30,6.369354,7.039813,
2025-01-31,EXPIRED,P,575.0,2025-01-31,0.0,124040.337516,0.0,,,,,,
2025-02-03,SIGNAL,P,584.0,2025-03-07,0.0,124040.337516,0.0,,,,,,
2025-02-04,SELL_PUT,P,584.0,2025-03-07,528.769558,124569.107075,0.0,5.294196,0.65,2025-02-03,5.304196,5.862532,
2025-03-07,PUT_ASSIGNED,P,584.0,2025-03-07,-58400.0,66169.107075,100.0,,,,,,
2025-03-10,SIGNAL,C,584.0,2025-04-11,0.0,66169.107075,100.0,,,,,,
2025-03-11,SELL_CALL,C,584.0,2025-04-11,751.652569,66920.759644,100.0,7.523026,0.65,2025-03-10,7.533026,8.325976,
2025-03-21,DIVIDEND,,,,169.6,67090.359644,100.0,,,,,,
2025-04-11,EXPIRED,C,584.0,2025-04-11,0.0,67090.359644,100.0,,,,,,
2025-04-14,SIGNAL,C,576.0,2025-05-16,0.0,67090.359644,100.0,,,,,,
2025-04-15,SELL_CALL,C,576.0,2025-05-16,620.61126,67710.970903,100.0,6.212613,0.65,2025-04-14,6.222613,6.877624,
2025-05-16,CALL_ASSIGNED,C,576.0,2025-05-16,57600.0,125310.970903,0.0,,,,,,
2025-05-19,SIGNAL,P,581.0,2025-06-20,0.0,125310.970903,0.0,,,,,,
2025-05-20,SELL_PUT,P,581.0,2025-06-20,665.395862,125976.366766,0.0,6.660459,0.65,2025-05-19,6.670459,7.372612,
2025-06-20,EXPIRED,P,581.0,2025-06-20,0.0,125976.366766,0.0,,,,,,
2025-06-23,SIGNAL,P,583.0,2025-07-25,0.0,125976.366766,0.0,,,,,,
2025-06-24,SELL_PUT,P,583.0,2025-07-25,449.680098,126426.046864,0.0,4.503301,0.65,2025-06-23,4.513301,4.988385,
2025-07-25,EXPIRED,P,583.0,2025-07-25,0.0,126426.046864,0.0,,,,,,
2025-07-28,SIGNAL,P,624.0,2025-08-29,0.0,126426.046864,0.0,,,,,,
2025-07-29,SELL_PUT,P,624.0,2025-08-29,561.680344,126987.727208,0.0,5.623303,0.65,2025-07-28,5.633303,6.226283,
2025-08-29,EXPIRED,P,624.0,2025-08-29,0.0,126987.727208,0.0,,,,,,
2025-09-02,SIGNAL,P,626.0,2025-10-03,0.0,126987.727208,0.0,,,,,,
2025-09-03,SELL_PUT,P,626.0,2025-10-03,498.88398,127486.611188,0.0,4.99534,0.65,2025-09-02,5.00534,5.532218,
2025-10-03,EXPIRED,P,626.0,2025-10-03,0.0,127486.611188,0.0,,,,,,
2025-10-06,SIGNAL,P,656.0,2025-11-07,0.0,127486.611188,0.0,,,,,,
2025-10-07,SELL_PUT,P,656.0,2025-11-07,639.442781,128126.053969,0.0,6.400928,0.65,2025-10-06,6.410928,7.085762,
